50, 0.001, 5.0000000000328e-06, 1.3000000000041e-05, 6.9999999999792e-06, 1.9999999999465e-06, 5.0000000000328e-06, 1.3999999999958e-05, 5.9999999999505e-06, 8.000000000008e-06, 1.3999999999958e-05, 4.000000000004e-06, 2.9999999999752e-06, 5.9999999999505e-06, 2.9999999999752e-06, 2.9999999999752e-06, 1.9999999999465e-06, 9.0000000000368e-06, 9.0000000000368e-06, 2.9999999999752e-06, 2.9999999999752e-06, 5.0000000000328e-06
50, 0.003, 2.1999999999966e-05, 2.9999999999974e-05, 3.6999999999954e-05, 3.9000000000011e-05, 5.2000000000052e-05, 3.3999999999978e-05, 4.8999999999966e-05, 4.1999999999986e-05, 3.5000000000007e-05, 5.299999999997e-05, 5.1000000000023e-05, 4.9999999999994e-05, 4.599999999999e-05, 5.8000000000002e-05, 5.5000000000027e-05, 3.7999999999982e-05, 4.0999999999958e-05, 4.599999999999e-05, 3.7999999999982e-05, 4.000000000004e-05
50, 0.01, 0.00049999999999994, 0.00047600000000003, 0.00046500000000005, 0.00048700000000002, 0.00051699999999999, 0.00043700000000002, 0.000529, 0.000471, 0.00046299999999999, 0.00050300000000003, 0.00046299999999999, 0.000448, 0.00045899999999999, 0.00051199999999996, 0.00050399999999995, 0.000471, 0.00048800000000004, 0.00046900000000005, 0.00045399999999995, 0.00051400000000001
50, 0.03, 0.005336, 0.004265, 0.0041600000000001, 0.0043840000000001, 0.004243, 0.004199, 0.0040559999999999, 0.004236, 0.0041909999999999, 0.00429, 0.0042180000000001, 0.004099, 0.004194, 0.004162, 0.0042180000000001, 0.004236, 0.004284, 0.004198, 0.004166, 0.004325
50, 0.1, 0.040986, 0.041107, 0.041008, 0.040818, 0.041031, 0.040955, 0.041191, 0.041444, 0.040829, 0.041064, 0.041285, 0.041271, 0.040773, 0.040603, 0.041063, 0.041069, 0.041199, 0.041268, 0.040817, 0.041277
79, 0.001, 5.0000000000328e-06, 5.0000000000328e-06, 4.000000000004e-06, 8.000000000008e-06, 1.9999999999465e-06, 2.9999999999752e-06, 5.9999999999505e-06, 0, 5.0000000000328e-06, 4.000000000004e-06, 4.000000000004e-06, 6.9999999999792e-06, 4.000000000004e-06, 4.000000000004e-06, 4.000000000004e-06, 2.9999999999752e-06, 1.9999999999465e-06, 5.9999999999505e-06, 0, 1.9999999999465e-06
79, 0.003, 4.1999999999986e-05, 3.6000000000036e-05, 4.7000000000019e-05, 3.6999999999954e-05, 4.000000000004e-05, 5.6999999999974e-05, 3.5000000000007e-05, 4.7000000000019e-05, 4.7000000000019e-05, 5.5999999999945e-05, 3.299999999995e-05, 4.3000000000015e-05, 4.599999999999e-05, 4.0999999999958e-05, 5.2000000000052e-05, 4.4999999999962e-05, 4.000000000004e-05, 6.2000000000006e-05, 5.299999999997e-05, 3.5000000000007e-05
79, 0.01, 0.00048400000000004, 0.00050099999999997, 0.00051800000000002, 0.000498, 0.00049600000000005, 0.00052799999999997, 0.00048599999999999, 0.00053700000000001, 0.00051400000000001, 0.00050099999999997, 0.00050399999999995, 0.00050600000000001, 0.00054799999999999, 0.00046800000000002, 0.00048099999999995, 0.00053800000000004, 0.00052600000000003, 0.00052600000000003, 0.00049699999999997, 0.00044900000000003
79, 0.03, 0.029456, 0.03107, 0.029012, 0.028657, 0.029445, 0.030498, 0.028422, 0.028911, 0.026932, 0.025714, 0.026715, 0.026659, 0.027701, 0.02796, 0.025999, 0.026701, 0.028733, 0.028858, 0.026657, 0.026267
79, 0.1, 0.200293, 0.201605, 0.20093, 0.200262, 0.200056, 0.200519, 0.199598, 0.201484, 0.199218, 0.200612, 0.200355, 0.2004, 0.199813, 0.200589, 0.199549, 0.200538, 0.199859, 0.200232, 0.198801, 0.20039
